date,amb_temp_max_c,amb_temp_min_c,amb_temp_avg_c,humidity,wind_gust_kph,blower_id,site_id,operational_class,max_op_ambient_temp_c,failure_threshold,max_op_rpm,daily_op_hours,cumulative_op_hours,daily_load_percent,rpm,dust_index,pressure_diff_psi,casing_temperature_c,vibration_mm_s,daily_degradation,degradation_index,maintenance_event,maintenance_threshold,health_score,maintenance_event_triggered,failure_event,RUL_days,maintenance_due_14d,maintenance_due_30d,previous_maintenance_event,maintenance_cycle,days_since_maintenance,cycle_start_cumulative_hours,hours_since_maintenance,oem_degradation_index,oem_maintenance_event,oem_health_score,predictive_degradation_index,predictive_maintenance_event,predictive_health_score,oem_failure_event,predictive_failure_event,oem_high_risk_day,predictive_high_risk_day
2025-01-11,29.77777777777778,22.11111111111111,24.5,89.2,23.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.319096962294243,239.21208011918696,100.0,3000.0,45.84,13.725561578429792,44.899564986228505,5.692593224720411,0.0052347947536847,0.0637947723893717,0,0.6,93.62052276106284,0,0,152.49283937663392,0,0,0.0,0.0,10,22.457075619631645,216.75500449955533,0.0637947723893712,0,93.62052276106287,0.0637947723893717,0,93.62052276106284,0,0,0,0
2025-01-12,33.05555555555556,22.05555555555556,26.77777777777778,79.9,10.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.166687903143423,262.3787680223304,83.56386817793769,2506.916045338131,30.96,10.936002468671738,45.05460932289538,4.988282780284821,0.0057109231667666,0.0695056955561383,0,0.6,93.04943044438616,0,0,151.562621446336,0,0,0.0,0.0,11,22.457075619631645,239.9216924026988,0.06950569555613781,0,93.04943044438622,0.0695056955561383,0,93.04943044438616,0,0,0,0
2025-01-13,25.33333333333333,20.222222222222225,21.666666666666668,94.5,25.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.099046046341822,284.4778140686722,70.9753439555344,2129.260318666032,37.26,10.398527788880225,36.402700934271714,4.467353388173762,0.0057615868430096,0.0752672823991479,0,0.6,92.4732717600852,0,0,150.624151214496,0,0,0.0,0.0,12,22.457075619631645,262.0207384490405,0.07526728239914741,0,92.47327176008527,0.0752672823991479,0,92.4732717600852,0,0,0,0
2025-01-14,29.38888888888889,20.33333333333333,24.27777777777778,85.1,9.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.69086181045205,308.1686758791243,96.22978053062,2886.8934159186,11.26,12.687964976353642,40.04750829125759,5.8964374852130845,0.0066523525817678,0.0819196349809158,0,0.6,91.80803650190842,0,0,149.5405895083546,0,0,0.0,0.0,13,22.457075619631645,285.7116002594926,0.08191963498091522,0,91.80803650190848,0.0819196349809158,0,91.80803650190842,0,0,0,0
2025-01-15,33.5,24.33333333333333,28.38888888888889,69.5,22.6,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.70126401337807,330.8699398925024,81.79610398330222,2453.8831194990667,48.57,12.420898400011277,45.37081971639009,4.791672347661505,0.0067621032678655,0.0886817382487814,0,0.6,91.13182617512186,0,0,148.43915117297317,0,0,0.0,0.0,14,22.457075619631645,308.4128642728707,0.08868173824878071,0,91.13182617512193,0.0886817382487814,0,91.13182617512186,0,0,0,0
2025-01-16,24.33333333333333,18.944444444444443,21.444444444444443,88.9,19.6,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.71106130567514,351.5810011981775,85.75516311040123,2572.6548933120366,40.21,12.810412193675033,39.177112838948695,5.033058792267755,0.0053853966083582,0.0940671348571396,0,0.6,90.59328651428604,0,0,147.56195630612353,0,0,0.0,0.0,15,22.457075619631645,329.1239255785458,0.09406713485713891,0,90.5932865142861,0.0940671348571396,0,90.59328651428604,0,0,0,0
2025-01-17,21.666666666666668,18.5,20.222222222222225,93.1,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.553126176123747,374.1341273743012,94.16685479402368,2825.0056438207107,35.56,12.46431119167825,42.14482963785017,5.383115097100184,0.0055462397549394,0.099613374612079,0,0.6,90.0386625387921,0,0,146.65856266640543,0,0,0.0,0.0,16,22.457075619631645,351.67705175466955,0.09961337461207831,0,90.03866253879217,0.099613374612079,0,90.0386625387921,0,0,0,0
2025-01-18,29.0,20.33333333333333,23.88888888888889,79.2,8.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.5616760987565,394.6958034730577,73.78418321258752,2213.5254963776256,23.76,10.039410236368616,36.580930146841226,4.844595681267034,0.0055555438945399,0.1051689185066189,0,0.6,89.4831081493381,0,0,145.75365353134103,0,0,0.0,0.0,17,22.457075619631645,372.2387278534261,0.1051689185066182,0,89.48310814933818,0.1051689185066189,0,89.4831081493381,0,0,0,0
2025-01-19,31.444444444444443,20.33333333333333,25.611111111111107,74.4,11.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.31767545196091,418.0134789250186,76.23846950125703,2287.154085037711,26.48,10.773258961565393,40.63766642430239,4.2829819402049125,0.0050514330956819,0.1102203516023009,0,0.6,88.97796483976991,0,0,144.93085597268222,0,0,0.0,0.0,18,22.457075619631645,395.5564033053869,0.1102203516023001,0,88.97796483976998,0.1102203516023009,0,88.97796483976991,0,0,0,0
2025-01-20,27.88888888888889,22.88888888888889,25.27777777777778,86.1,13.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.92511113352062,439.9385900585392,73.79105444016803,2213.731633205041,22.05,10.61580000383373,43.06096333371502,4.2607784237393,0.0045970598463176,0.1148174114486186,0,0.6,88.51825885513814,0,0,144.18206854010356,0,0,0.0,0.0,19,22.457075619631645,417.48151443890754,0.1148174114486177,0,88.51825885513823,0.1148174114486186,0,88.51825885513814,0,0,0,0
2025-01-21,29.33333333333333,20.777777777777786,25.222222222222225,69.4,20.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.722706454682108,461.6612965132213,79.44104596982203,2383.231379094661,45.31,11.754078035755768,42.48256207207415,4.322129864936885,0.0060696644936335,0.1208870759422521,0,0.6,87.91129240577479,0,0,143.19341739247005,0,0,0.0,0.0,20,22.457075619631645,439.2042208935897,0.1208870759422512,0,87.91129240577487,0.1208870759422521,0,87.91129240577479,0,0,0,0
2025-01-22,28.55555555555556,19.444444444444443,24.0,74.3,18.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.97860568339409,482.6399021966154,88.07745624211896,2642.323687263569,37.83,12.747936738747867,43.06302640257763,5.280108574454428,0.0069494736847025,0.1278365496269546,0,0.6,87.21634503730454,0,0,142.06145941669786,0,0,0.0,0.0,21,22.457075619631645,460.18282657698376,0.1278365496269537,0,87.21634503730463,0.1278365496269546,0,87.21634503730454,0,0,0,0
2025-01-23,30.72222222222222,20.500000000000004,24.83333333333333,74.0,22.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.833812008011044,506.4737142046265,88.6693148996894,2660.079446990682,41.52,12.158509979473427,42.94063376451593,4.880780222003453,0.005921628463639,0.1337581780905937,0,0.6,86.62418219094063,0,0,141.09692096773142,0,0,0.0,0.0,22,22.457075619631645,484.0166385849949,0.1337581780905927,0,86.62418219094073,0.1337581780905937,0,86.62418219094063,0,0,0,0
2025-01-24,31.55555555555556,19.388888888888893,25.611111111111107,71.5,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.7682057768968,528.2419199815232,86.93391925529987,2608.0175776589963,45.45,12.494230776325452,44.03463519552826,5.099549995134697,0.0072221348212764,0.1409803129118702,0,0.6,85.90196870881299,0,0,139.9205508591516,0,0,0.0,0.0,23,22.457075619631645,505.78484436189154,0.1409803129118691,0,85.90196870881309,0.1409803129118702,0,85.90196870881299,0,0,0,0
2025-01-25,32.166666666666664,22.22222222222222,26.5,71.4,19.6,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.35750826675534,549.5994282482785,75.11063881275344,2253.319164382603,51.48,11.058937530302972,43.31505347112999,4.947219885182567,0.0051231579464692,0.1461034708583394,0,0.6,85.38965291416606,0,0,139.0860704708868,0,0,0.0,0.0,24,22.457075619631645,527.1423526286469,0.1461034708583383,0,85.38965291416616,0.1461034708583394,0,85.38965291416606,0,0,0,0
2025-01-26,30.666666666666668,21.55555555555556,25.777777777777786,72.7,25.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.47179967426765,571.0712279225462,70.0,2100.0,56.76,11.527958639021907,39.88032348285178,4.486577918681578,0.005335099453253,0.1514385703115924,0,0.6,84.85614296884077,0,0,138.21706820515536,0,0,0.0,0.0,25,22.457075619631645,548.6141523029146,0.1514385703115913,0,84.85614296884087,0.1514385703115924,0,84.85614296884077,0,0,0,0
2025-01-27,30.444444444444443,18.666666666666664,24.444444444444443,71.1,24.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.798463778330024,593.8696917008763,85.38047509773267,2561.41425293198,46.32,12.221592282911432,43.34014469428153,5.217997133551767,0.0060284260047907,0.1574669963163831,0,0.6,84.25330036836168,0,0,137.23513414696953,0,0,0.0,0.0,26,22.457075619631645,571.4126160812447,0.157466996316382,0,84.2533003683618,0.1574669963163831,0,84.25330036836168,0,0,0,0
2025-01-28,31.05555555555556,20.33333333333333,25.38888888888889,64.3,25.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.54816609654612,616.4178577974224,81.69756776453166,2450.9270329359497,59.35,11.941398752020271,40.29793174651655,4.934919100654001,0.0058344589262805,0.1633014552426637,0,0.6,83.66985447573363,0,0,136.28479421972347,0,0,0.0,0.0,27,22.457075619631645,593.9607821777907,0.1633014552426625,0,83.66985447573376,0.1633014552426637,0,83.66985447573363,0,0,0,0
2025-01-29,29.444444444444443,20.83333333333333,24.944444444444446,66.8,25.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.619098917393984,639.0369567148164,88.21570040201628,2646.4710120604886,56.32,12.628941351073877,43.60024526257804,5.473622723245388,0.0057017461873936,0.1690032014300573,0,0.6,83.09967985699427,0,0,135.35607107240713,0,0,0.0,0.0,28,22.457075619631645,616.5798810951848,0.16900320143005612,0,83.09967985699438,0.1690032014300573,0,83.09967985699427,0,0,0,0
2025-01-30,30.83333333333333,19.444444444444443,25.166666666666668,67.1,13.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.646231504511825,661.6831882193281,89.91367538354889,2697.410261506467,36.01,12.1813061574263,43.53320285207781,5.405071698741828,0.0055489675858489,0.1745521690159063,0,0.6,82.54478309840935,0,0,134.45223311271675,0,0,0.0,0.0,29,22.457075619631645,639.2261125996965,0.17455216901590503,0,82.5447830984095,0.1745521690159063,0,82.54478309840935,0,0,0,0
2025-01-31,35.05555555555556,20.83333333333333,28.277777777777786,58.8,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,24.0,685.6831882193281,85.96769002441077,2579.030700732323,46.54,12.138537637284314,44.9525835307895,4.95309131328955,0.0059687093173267,0.1805208783332331,0,0.6,81.9479121666767,0,0,133.4800259466279,0,0,0.0,0.0,30,22.457075619631645,663.2261125996965,0.18052087833323174,0,81.94791216667683,0.1805208783332331,0,81.9479121666767,0,0,0,0
2025-02-01,35.22222222222222,23.33333333333333,29.666666666666668,56.0,15.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.39037747542308,707.0735656947512,90.32093159763096,2709.627947928929,45.7,13.48234514894432,48.56055763476051,5.381875067049537,0.0060143567827263,0.1865352351159594,0,0.6,81.34647648840405,0,0,132.50038353941468,0,0,0.0,0.0,31,22.457075619631645,684.6164900751196,0.18653523511595804,0,81.34647648840419,0.1865352351159594,0,81.34647648840405,0,0,0,0
2025-02-02,32.833333333333336,24.33333333333333,28.55555555555556,60.9,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.231635906392693,728.305201601144,86.60447961880548,2598.1343885641645,43.15,12.173635368350498,45.318464101824176,5.497335670116437,0.0059552635748714,0.1924904986908308,0,0.6,80.7509501309169,0,0,131.53036646945438,0,0,0.0,0.0,32,22.457075619631645,705.8481259815123,0.19249049869082943,0,80.75095013091705,0.1924904986908308,0,80.7509501309169,0,0,0,0
2025-02-03,35.05555555555556,22.27777777777777,29.11111111111111,55.0,24.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.779340907628185,749.0845425087721,88.71045293921027,2661.3135881763083,59.6,12.762888180048153,45.80654638155262,5.427247729562965,0.0064173729576087,0.1989078716484396,0,0.6,80.10921283515604,0,0,130.48507918117235,0,0,0.0,0.0,33,22.457075619631645,726.6274668891405,0.19890787164843812,0,80.10921283515619,0.1989078716484396,0,80.10921283515604,0,0,0,0
2025-02-04,33.166666666666664,22.944444444444443,27.83333333333333,57.9,23.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.92396913386324,772.0085116426353,80.06728715991082,2402.0186147973245,56.16,11.041457493987792,43.53586017649484,4.469329141882376,0.0049969264592234,0.203904798107663,0,0.6,79.60952018923369,0,0,129.67115988073436,0,0,0.0,0.0,34,22.457075619631645,749.5514360230037,0.20390479810766152,0,79.60952018923385,0.203904798107663,0,79.60952018923369,0,0,0,0
2025-02-05,35.55555555555556,23.33333333333333,29.444444444444443,56.2,11.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.693458439081336,795.7019700817167,83.74272010317979,2512.2816030953936,27.49,11.077013932264643,44.48379626312732,5.183151250409204,0.0063676828035688,0.2102724809112318,0,0.6,78.97275190887682,0,0,128.63396632281737,0,0,0.0,0.0,35,22.457075619631645,773.2448944620851,0.21027248091123033,0,78.97275190887697,0.2102724809112318,0,78.97275190887682,0,0,0,0
2025-02-06,34.166666666666664,25.222222222222225,29.666666666666668,46.0,27.5,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.82907881351769,817.5310488952343,86.3774326765987,2591.322980297961,65.67,12.74875790189972,48.165409525138216,4.929306062323682,0.005540180374312,0.2158126612855439,0,0.6,78.4187338714456,0,0,127.73155965916976,0,0,0.0,0.0,36,22.457075619631645,795.0739732756027,0.21581266128554233,0,78.41873387144577,0.2158126612855439,0,78.4187338714456,0,0,0,0
2025-02-07,32.833333333333336,22.666666666666668,27.444444444444446,51.9,25.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.739765284556206,838.2708141797906,90.74369932792192,2722.310979837658,57.57,12.643669608145434,44.194761887453794,5.7766484222981855,0.0064727571322667,0.2222854184178107,0,0.6,77.77145815821893,0,0,126.6772511757469,0,0,0.0,0.0,37,22.457075619631645,815.813738560159,0.22228541841780902,0,77.7714581582191,0.2222854184178107,0,77.77145815821893,0,0,0,0
2025-02-08,33.666666666666664,21.05555555555556,27.22222222222222,57.4,24.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.76327817646314,859.0340923562537,82.243811794428,2467.31435383284,49.37,12.75145874024314,45.810320416186045,5.462222723030685,0.0082209953939769,0.2305064138117876,0,0.6,76.94935861882124,0,0,125.33818267542534,0,0,0.0,0.0,38,22.457075619631645,836.5770167366221,0.2305064138117859,0,76.9493586188214,0.2305064138117876,0,76.94935861882124,0,0,0,0
2025-02-09,32.27777777777778,24.05555555555556,27.05555555555556,74.8,22.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.975889181737053,882.0099815379908,88.6481707901248,2659.445123703744,54.68,12.649784775511874,43.51098831378443,5.391704884113104,0.0064446346307321,0.2369510484425198,0,0.6,76.30489515574801,0,0,124.2884548971544,0,0,0.0,0.0,39,22.457075619631645,859.5529059183592,0.23695104844251802,0,76.3048951557482,0.2369510484425198,0,76.30489515574801,0,0,0,0
2025-02-10,23.833333333333336,20.222222222222225,22.0,95.5,25.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.11488125680516,905.124862794796,83.13912845659235,2494.1738536977705,50.6,12.813352401186515,38.81526448213148,5.235660341611632,0.0054251304977515,0.2423761789402714,0,0.6,75.76238210597286,0,0,123.40478801601306,0,0,0.0,0.0,40,22.457075619631645,882.6677871751643,0.24237617894026953,0,75.76238210597305,0.2423761789402714,0,75.76238210597286,0,0,0,0
2025-02-11,22.944444444444443,21.166666666666664,22.22222222222222,90.1,24.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.81473140245779,927.9395941972538,84.17720482870308,2525.316144861092,49.17,12.240128703321432,38.73065891133668,5.084771055843703,0.0054753892715624,0.2478515682118338,0,0.6,75.21484317881661,0,0,122.51293478545176,0,0,0.0,0.0,41,22.457075619631645,905.4825185776222,0.24785156821183194,0,75.2148431788168,0.2478515682118338,0,75.21484317881661,0,0,0,0
2025-02-12,27.444444444444446,20.33333333333333,23.166666666666668,87.7,24.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.00173543906696,948.9413296363208,90.8066332941685,2724.1989988250552,45.56,12.649944581744268,43.6411495043257,5.567631673954439,0.0053512422379271,0.2532028104497609,0,0.6,74.6797189550239,0,0,121.64130311860416,0,0,0.0,0.0,42,22.457075619631645,926.4842540166892,0.253202810449759,0,74.6797189550241,0.2532028104497609,0,74.6797189550239,0,0,0,0
2025-02-13,28.55555555555556,21.666666666666668,24.66666666666667,84.6,13.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.34824198460008,971.2895716209208,71.04857740262091,2131.457322078627,34.98,10.688887968353423,40.101263654418126,4.5253507061589895,0.0068971610183879,0.2600999714681489,0,0.6,73.9900028531851,0,0,120.51786603845017,0,0,0.0,0.0,43,22.457075619631645,948.8324960012892,0.2600999714681469,0,73.99000285318532,0.2600999714681489,0,73.9900028531851,0,0,0,0
2025-02-14,24.66666666666667,22.444444444444446,23.33333333333333,95.1,24.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.175028713711093,993.464600334632,75.92469370347668,2277.7408111043,40.75,11.298373622088864,38.90572004718726,4.90407030645632,0.0051187074016933,0.2652186788698423,0,0.6,73.47813211301577,0,0,119.6841105726592,0,0,0.0,0.0,44,22.457075619631645,971.0075247150004,0.2652186788698402,0,73.47813211301599,0.2652186788698423,0,73.47813211301577,0,0,0,0
2025-02-15,27.16666666666667,22.444444444444446,24.27777777777778,88.8,17.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.32803289509352,1015.7926332297254,74.62470221790025,2238.741066537008,32.48,11.803773678956947,41.06308541290456,5.124914117536553,0.0053961006027983,0.2706147794726407,0,0.6,72.93852205273593,0,0,118.80517219652688,0,0,0.0,0.0,45,22.457075619631645,993.3355576100938,0.2706147794726385,0,72.93852205273615,0.2706147794726407,0,72.93852205273593,0,0,0,0
2025-02-16,27.05555555555556,22.05555555555556,23.944444444444443,88.3,21.5,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.307143166922284,1039.0997763966477,70.0,2100.0,33.34,9.440394636624392,34.84789270542455,4.297433375448982,0.0054612402210389,0.2760760196936797,0,0.6,72.39239803063204,0,0,117.9156236197158,0,0,0.0,0.0,46,22.457075619631645,1016.642700777016,0.2760760196936774,0,72.39239803063226,0.2760760196936797,0,72.39239803063204,0,0,0,0
2025-02-17,28.33333333333333,22.27777777777777,25.11111111111111,84.6,17.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.335393323162023,1061.4351697198097,80.25214891891376,2407.5644675674125,36.56,10.516199041293762,40.98638802169565,4.668304599508472,0.0052587620167793,0.281334781710459,0,0.6,71.8665218289541,0,0,117.05905549993363,0,0,0.0,0.0,47,22.457075619631645,1038.978094100178,0.28133478171045667,0,71.86652182895433,0.281334781710459,0,71.8665218289541,0,0,0,0
2025-02-18,29.55555555555556,22.444444444444446,25.83333333333333,84.3,18.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.01837034460784,1084.4535400644174,90.24603729809418,2707.3811189428257,36.42,12.040697568319478,46.88354761680347,4.929481279638509,0.0052646058607011,0.2865993875711602,0,0.6,71.34006124288398,0,0,116.20153551155872,0,0,0.0,0.0,48,22.457075619631645,1061.9964644447855,0.28659938757115777,0,71.34006124288422,0.2865993875711602,0,71.34006124288398,0,0,0,0
2025-02-19,28.444444444444443,21.27777777777778,24.77777777777777,86.1,26.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.101368604233336,1106.5549086686508,83.00581153532198,2490.1743460596595,41.59,11.895428863794542,42.07425223989715,4.771779320894035,0.0055796162518292,0.2921790038229894,0,0.6,70.78209961770105,0,0,115.29270537498174,0,0,0.0,0.0,49,22.457075619631645,1084.097833049019,0.29217900382298695,0,70.7820996177013,0.2921790038229894,0,70.78209961770105,0,0,0,0
2025-02-20,25.33333333333333,20.222222222222225,22.83333333333333,87.4,27.5,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.43367909803497,1128.9885877666857,86.38453057359297,2591.5359172077888,48.43,12.708714658269445,40.92657555088015,4.726459516921042,0.0068366113199571,0.2990156151429466,0,0.6,70.09843848570534,0,0,114.17913087107148,0,0,0.0,0.0,50,22.457075619631645,1106.531512147054,0.29901561514294406,0,70.0984384857056,0.2990156151429466,0,70.09843848570534,0,0,0,0
2025-02-21,28.666666666666668,21.333333333333336,24.83333333333333,83.5,19.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.94693233875781,1151.9355201054434,92.62452247697554,2778.7356743092664,36.68,12.746905397171782,44.418611838336766,5.656345187898096,0.0056185405282459,0.3046341556711927,0,0.6,69.53658443288073,0,0,113.26396059319168,0,0,0.0,0.0,51,22.457075619631645,1129.4784444858117,0.30463415567118995,0,69.536584432881,0.3046341556711927,0,69.53658443288073,0,0,0,0
2025-02-22,30.944444444444443,22.88888888888889,26.38888888888889,81.9,17.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.0,1171.9355201054434,94.29380292587383,2828.814087776216,43.53,12.657281277629622,46.64192187154304,6.012648030695667,0.0054680178936351,0.3101021735648279,0,0.6,68.9897826435172,0,0,112.37330804205097,0,0,0.0,0.0,52,22.457075619631645,1149.4784444858117,0.31010217356482506,0,68.9897826435175,0.3101021735648279,0,68.9897826435172,0,0,0,0
