date,blower_id,site_id,operational_class,max_op_ambient_temp_c,min_op_ambient_temp_c,max_op_discharge_temp_c,max_op_pressure_diff_psi,service_interval_days,max_op_rpm,daily_op_hours,daily_load_percent,rpm,cumulative_op_hours,amb_temp_max_c,amb_temp_min_c,amb_temp_avg_c,humidity,wind_gust_kph,dust_index_raw,dust_index,pressure_diff_psi,casing_temperature_c,vibration_mm_s,daily_degradation,degradation_index,maintenance_event,health_score,RUL_days,failure_threshold,failure_event,maintenance_event_triggered,daily_degradation_rate
2025-01-11,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,22.319096962294243,91.1557858240398,2734.6735747211937,231.00489143020152,29.77777777777778,22.11111111111111,24.499999999999996,89.2,23.0,0.4522492638225065,45.22,15.0,45.94131239536203,5.816832179630495,0.006053456104708025,0.05919794193734079,0,94.08020580626592,1394.5450546983607,1.0,0,0,0.006053456104708026
2025-01-12,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,22.166687903143423,90.44454354800264,2713.336306440079,253.17157933334494,33.05555555555556,22.055555555555557,26.77777777777778,79.9,10.7,0.28913086661271725,28.91,13.193828074887215,47.329007488363324,4.968009355868567,0.005413966210738311,0.0646119081480791,0,93.53880918519208,1386.5199661680097,1.0,0,0,0.005413966210738308
2025-01-13,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.099046046341822,85.4622148829285,2563.8664464878552,274.27062537968675,25.33333333333333,20.222222222222225,21.666666666666668,94.5,25.3,0.42688883646536246,42.69,12.397438193430308,37.829660839406266,4.918780593792895,0.004523828447480681,0.06913573659555979,0,93.08642634044402,1379.8143233224478,1.0,0,0,0.004523828447480685
2025-01-14,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,22.69086181045205,92.89068844877623,2786.720653463287,296.96148719013877,29.38888888888889,20.33333333333333,24.27777777777778,85.1,9.2,0.2619938063801477,26.2,14.210289141148431,41.16108076650154,5.9542068069624605,0.005664303931010609,0.0748000405265704,0,92.51999594734296,1371.418160742228,1.0,0,0,0.005664303931010611
2025-01-15,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.70126401337807,88.27256539576432,2648.1769618729295,318.66275120351685,33.5,24.333333333333332,28.388888888888886,69.5,22.6,0.5041056258427611,50.41,13.732081170140377,47.369397669975626,5.6449694542636335,0.005378388836340559,0.08017842936291096,0,91.9821570637089,1363.445808333254,1.0,0,0,0.005378388836340564
2025-01-16,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.0,78.98495275981733,2369.54858279452,338.66275120351685,24.333333333333332,18.944444444444443,21.444444444444443,88.9,19.6,0.3125464879669493,31.25,12.412585970555075,39.76644769748136,5.450993152512223,0.005437995813036352,0.08561642517594731,0,91.43835748240528,1355.3851008724769,1.0,0,0,0.005437995813036348
2025-01-17,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.553126176123747,87.5812554885775,2627.4376646573246,360.2158773796406,21.666666666666668,18.5,20.222222222222225,93.1,15.0,0.2841327772993631,28.41,13.673488336402238,41.63245766634434,5.292073577762076,0.005200142757898358,0.09081656793384567,0,90.91834320661543,1347.6769615198846,1.0,0,0,0.00520014275789836
2025-01-18,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.0,78.28782179419701,2348.6346538259104,380.2158773796406,29.0,20.33333333333333,23.88888888888889,79.2,8.1,0.16382729852997863,16.38,10.899974190948269,40.59785837691367,4.465143700671244,0.004587136475840326,0.095403704409686,0,90.4596295590314,1340.8774775765962,1.0,0,0,0.004587136475840331
2025-01-19,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,22.31767545196091,91.1491521091509,2734.474563274527,402.53355283160147,31.444444444444443,20.33333333333333,25.611111111111107,74.4,11.4,0.3272748960177445,32.73,12.886800082770511,43.72351436899298,5.301317679879924,0.005098938126693923,0.10050264253637992,0,89.94973574636201,1333.319353221047,1.0,0,0,0.0050989381266939166
2025-01-20,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.92511113352062,84.65051862309623,2539.5155586928868,423.45866396512207,27.88888888888889,22.88888888888889,25.27777777777778,86.1,13.2,0.2626275139744969,26.26,11.868307707519234,41.217128704683574,5.121884319327701,0.005435915594112728,0.10593855813049265,0,89.40614418695073,1325.2617292558766,1.0,0,0,0.005435915594112731
2025-01-21,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.722706454682108,83.70596345518318,2511.1789036554956,444.1813704198042,29.333333333333332,20.777777777777782,25.222222222222225,69.4,20.8,0.44331561198146713,44.33,12.909668565953774,43.02991591392245,5.218807693646412,0.005192448561487614,0.11113100669198026,0,88.88689933080197,1317.5649949628953,1.0,0,0,0.005192448561487609
2025-01-22,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.0,80.2334931891724,2407.0047956751723,464.1813704198042,28.555555555555557,19.444444444444443,24.0,74.3,18.3,0.35922971325599345,35.92,12.877632690034012,40.905701740893214,5.4469591606107794,0.005138133729117103,0.11626914042109736,0,88.37308595789027,1309.948771209012,1.0,0,0,0.005138133729117103
2025-01-23,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,22.833812008011044,93.55778937071821,2806.7336811215464,487.0151824278152,30.72222222222222,20.500000000000004,24.833333333333332,74.0,22.8,0.5270318288384634,52.7,14.790294964771025,43.4118431780889,5.563840824430782,0.005404740224513059,0.12167388064561041,0,87.83261193543896,1301.9373583008125,1.0,0,0,0.005404740224513052
2025-01-24,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.768205776896796,83.91829362551839,2517.5488087655517,507.783388204712,31.555555555555557,19.388888888888893,25.611111111111107,71.5,15.0,0.344368763991798,34.44,13.06838351596093,46.5954699320448,5.332707710678713,0.005655353430057092,0.1273292340756675,0,87.26707659243324,1293.5544629926346,1.0,0,0,0.005655353430057103
2025-01-25,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.35750826675534,82.00170524485824,2460.0511573457475,528.1408964714674,32.166666666666664,22.22222222222222,26.5,71.4,19.6,0.4040947200029558,40.41,12.290170530091059,46.39205955054582,4.791651857478578,0.0052844047512511285,0.13261363882691865,0,86.73863611730813,1285.721422609988,1.0,0,0,0.005284404751251137
2025-01-26,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.471799674267654,82.5350651465824,2476.051954397472,548.6126961457351,30.666666666666668,21.555555555555557,25.777777777777782,72.7,25.3,0.4931806240628902,49.32,12.245904144876093,44.73360110762647,5.233813833000323,0.005468002876043926,0.13808164170296258,0,86.19183582970375,1277.616235865854,1.0,0,0,0.005468002876043931
2025-01-27,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.798463778330024,88.72616429887344,2661.7849289662036,570.4111599240651,30.444444444444443,18.666666666666664,24.444444444444443,71.1,24.8,0.5358662529284611,53.59,14.1561315795938,42.20398751135184,5.4862718012696705,0.005555336084107711,0.1436369777870703,0,85.63630222129296,1269.381595649151,1.0,0,0,0.005555336084107715
2025-01-28,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.54816609654612,87.55810845054854,2626.743253516456,591.9593260206112,31.055555555555557,20.33333333333333,25.38888888888889,64.3,25.7,0.5690087111547119,56.9,13.920341743730202,45.53059593563875,5.205484838148455,0.0060849596917512076,0.1497219374788215,0,85.02780625211786,1260.3618976441905,1.0,0,0,0.006084959691751213
2025-01-29,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.619098917393984,87.88912828117192,2636.6738484351577,613.5784249380052,29.444444444444443,20.833333333333332,24.944444444444446,66.8,25.1,0.551849328992498,55.18,14.346914431163778,45.0587281111302,5.421738541109056,0.005422931571758769,0.15514486905058028,0,84.48551309494196,1252.3235198148127,1.0,0,0,0.005422931571758771
2025-01-30,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.646231504511825,88.01574702105518,2640.4724106316553,635.224656442517,30.833333333333332,19.444444444444443,25.166666666666668,67.1,13.0,0.35949025649960054,35.95,13.710394045005602,44.61861117250273,5.366615195745586,0.005329189717854385,0.16047405876843468,0,83.95259412315653,1244.4240949539794,1.0,0,0,0.005329189717854399
2025-01-31,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,24.0,99.99153320609322,2999.7459961827967,659.224656442517,35.05555555555556,20.833333333333332,28.277777777777782,58.8,15.0,0.5099776181387612,51.0,15.0,51.15125966307463,5.797848750124304,0.0058331706050417514,0.16630722937347642,0,83.36927706265236,1235.7776223503545,1.0,0,0,0.005833170605041738
2025-02-01,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.390377475423076,82.15509488530769,2464.6528465592305,679.6150339179401,35.22222222222222,23.333333333333332,29.666666666666668,56.0,15.7,0.4048855983871184,40.49,13.393625082365618,48.514509816614876,5.774068558767024,0.006098171149876247,0.17240540052335265,0,82.75945994766474,1226.7383410829684,1.0,0,0,0.006098171149876236
2025-02-02,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.231635906392693,81.41430089649924,2442.429026894977,699.8466698243328,32.833333333333336,24.333333333333332,28.555555555555557,60.9,15.0,0.36888310164166127,36.89,12.917492767742466,47.18578867823745,5.139904454228133,0.005839938534202393,0.17824533905755505,0,82.1754660942445,1218.0818364199313,1.0,0,0,0.0058399385342023935
2025-02-03,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.0,79.30359090226486,2379.1077270679457,719.8466698243328,35.05555555555556,22.277777777777775,29.11111111111111,55.0,24.2,0.5234383477145903,52.34,13.49595553400457,47.68047476484394,5.1153172039628885,0.005494037838458609,0.18373937689601366,0,81.62606231039864,1209.9380582125098,1.0,0,0,0.005494037838458615
2025-02-04,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.923969133863242,89.31185595802847,2679.3556787408543,741.7706389581961,33.166666666666664,22.944444444444443,27.83333333333333,57.9,23.7,0.575389447319251,57.54,13.987330404787622,47.45434140317248,4.8710532369171675,0.005147240862783838,0.1888866177587975,0,81.11133822412025,1202.3083350108852,1.0,0,0,0.005147240862783842
2025-02-05,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,22.693458439081336,92.90280604904623,2787.084181471387,764.4640973972774,35.55555555555556,23.333333333333332,29.444444444444443,56.2,11.9,0.42053750352493346,42.05,13.953446837498431,46.289432578257774,5.320457257819798,0.005354726446248138,0.19424134420504563,0,80.57586557949543,1194.371057215963,1.0,0,0,0.005354726446248126
2025-02-06,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.829078813517686,84.20236779641587,2526.071033892476,785.2931762107951,34.166666666666664,25.222222222222225,29.666666666666668,46.0,27.5,0.6468105636251927,64.68,14.263801150005905,48.454663108355945,5.332028486719495,0.005944943568933243,0.20018628777397887,0,79.98137122260212,1185.55890424131,1.0,0,0,0.005944943568933242
2025-02-07,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.0,79.1189046612623,2373.567139837869,805.2931762107951,32.833333333333336,22.666666666666668,27.444444444444446,51.9,25.9,0.5615032872629847,56.15,13.776965657222318,44.37060445985563,5.022087873690538,0.005601473014271005,0.20578776078824987,0,79.42122392117501,1177.2558755392217,1.0,0,0,0.005601473014270997
2025-02-08,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.0,79.22863149016132,2376.8589447048394,825.2931762107951,33.666666666666664,21.055555555555557,27.22222222222222,57.4,24.4,0.5164775265170253,51.65,12.99970624800223,42.60972031338289,5.554227996172935,0.005740730099006198,0.21152849088725606,0,78.84715091127438,1168.7464269242678,1.0,0,0,0.005740730099006192
2025-02-09,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.975889181737053,89.5541495147729,2686.624485443187,847.2690653925322,32.27777777777778,24.055555555555557,27.055555555555557,74.8,22.8,0.495234401295997,49.52,14.301257084195617,48.90553267679691,5.507195543201035,0.005694120803488877,0.21722261169074494,0,78.2777388309255,1160.3060669789331,1.0,0,0,0.0056941208034888835
2025-02-10,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,22.114881256805162,90.2027791984241,2706.083375952723,869.3839466493373,23.833333333333336,20.222222222222225,21.999999999999996,95.5,25.3,0.4567500101474738,45.68,13.812530731900479,43.70534495427973,5.903432516182056,0.0059441325549193895,0.22316674424566432,0,77.68332557543357,1151.4951161653219,1.0,0,0,0.005944132554919379
2025-02-11,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.81473140245779,88.80207987813637,2664.0623963440908,891.1986780517951,22.944444444444443,21.166666666666664,22.22222222222222,90.1,24.2,0.4508846975422439,45.09,13.737016105368205,43.15951237126292,5.49394916117892,0.005662472080194797,0.22882921632585912,0,77.11707836741408,1143.101668926203,1.0,0,0,0.005662472080194797
2025-02-12,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.00173543906696,80.34143204897914,2410.242961469374,911.200413490862,27.444444444444446,20.33333333333333,23.166666666666668,87.7,24.8,0.409575308286359,40.96,13.28388840542016,41.16079168108008,5.223114810420275,0.005443537178050144,0.23427275350390928,0,76.57272464960907,1135.03274753444,1.0,0,0,0.005443537178050156
2025-02-13,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.34824198460008,86.62512926146704,2598.753877844011,932.5486554754622,28.555555555555557,21.666666666666668,24.66666666666667,84.6,13.9,0.29384298678825665,29.38,11.974931448004956,44.272578728274674,5.187886909640575,0.005756689230505327,0.2400294427344146,0,75.99705572655854,1126.4996427978624,1.0,0,0,0.0057566892305053186
2025-02-14,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.175028713711093,85.81680066398509,2574.504019919553,953.7236841891732,24.66666666666667,22.444444444444446,23.333333333333332,95.1,24.4,0.4127358777586237,41.27,12.726075895721278,41.285074721347044,5.28813484167532,0.005498500420400629,0.24552794315481521,0,75.44720568451848,1118.3492497329105,1.0,0,0,0.0054985004204006205
2025-02-15,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.328032895093518,86.5308201771031,2595.924605313093,975.0517170842668,27.16666666666667,22.444444444444446,24.27777777777778,88.8,17.0,0.3255756996777205,32.56,12.34908111721787,42.37512078470753,5.777804945458791,0.005978860854538181,0.2515068040093534,0,74.84931959906467,1109.4868213762002,1.0,0,0,0.005978860854538165
2025-02-16,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,22.307143166922284,91.10000144563733,2733.0000433691202,997.3588602511891,27.055555555555557,22.055555555555557,23.944444444444443,88.3,21.5,0.4316412801672508,43.16,12.758592070183207,40.891392804337876,4.732330929767696,0.005141738510785063,0.25664854252013847,0,74.33514574798615,1101.8652542768116,1.0,0,0,0.005141738510785088
2025-02-17,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.335393323162023,86.56516884142277,2596.9550652426833,1018.6942535743511,28.333333333333332,22.277777777777775,25.11111111111111,84.6,17.9,0.3569067615657182,35.69,12.87933297565046,43.82201811422038,4.731428765210942,0.0053739669775594995,0.26202250949769795,0,73.7977490502302,1093.899456361679,1.0,0,0,0.005373966977559486
2025-02-18,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,22.018370344607842,89.75239494150327,2692.571848245098,1040.712623918959,29.555555555555557,22.444444444444446,25.833333333333332,84.3,18.8,0.3951583765662932,39.52,14.033232494599165,45.11413911570985,5.389732038442923,0.005975653155273434,0.2679981626529714,0,73.20018373470286,1085.041782757691,1.0,0,0,0.0059756531552734304
2025-02-19,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.101368604233336,85.47305348642224,2564.1916045926673,1061.8139925231924,28.444444444444443,21.27777777777778,24.777777777777775,86.1,26.8,0.48437577887127,48.44,13.487732780586715,41.173205689248775,5.387130314515016,0.00510674039890486,0.27310490305187624,0,72.68950969481239,1077.4720931424429,1.0,0,0,0.005106740398904852
2025-02-20,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.433679098034975,87.02383579082989,2610.7150737248967,1083.2476716212273,25.33333333333333,20.222222222222225,22.83333333333333,87.4,27.5,0.5013639064424357,50.14,13.936640262145616,41.56138211779539,5.6850137742519715,0.005691978212739587,0.2787968812646158,0,72.12031187353843,1069.034909146085,1.0,0,0,0.00569197821273959
2025-02-21,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.94693233875781,89.41901758086978,2682.570527426093,1105.194603959985,28.666666666666668,21.333333333333336,24.833333333333332,83.5,19.2,0.40232631605383173,40.23,14.201520330633675,43.9649332956327,5.714207391081226,0.005805709356115093,0.2846025906207309,0,71.53974093792691,1060.4291421813969,1.0,0,0,0.005805709356115074
2025-02-22,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.0,74.79990926101033,2243.9972778303095,1125.194603959985,30.944444444444443,22.88888888888889,26.38888888888889,81.9,17.2,0.2725580820230897,27.26,12.486234899624776,45.55296068995195,4.888095498091258,0.005315443550761562,0.2899180341714925,0,71.00819658285076,1052.5500931787753,1.0,0,0,0.005315443550761578
2025-02-23,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.520493175464047,82.7623014854989,2482.8690445649668,1145.715097135449,29.333333333333332,23.111111111111107,25.72222222222222,82.4,14.8,0.2893370741027698,28.93,12.57123816633183,44.5377612930513,5.520805036726075,0.005768946611120516,0.295686980782613,0,70.4313019217387,1043.9988194029465,1.0,0,0,0.00576894661112054
2025-02-24,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.294441018560807,81.70739141995043,2451.2217425985127,1166.0095381540098,29.666666666666668,22.277777777777775,25.944444444444443,79.3,27.3,0.49261470061869367,49.26,14.000858172580237,44.167014477023834,5.67176753173269,0.006478308851045376,0.3021652896336584,0,69.78347103663415,1034.3960623791813,1.0,0,0,0.006478308851045389
2025-02-25,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.041683227634987,80.52785506229661,2415.8356518688984,1186.0512213816448,31.72222222222222,22.333333333333332,26.611111111111114,77.9,21.3,0.39455134568307104,39.46,12.87197028482375,44.37081685418258,5.255376306683532,0.005459265763011978,0.3076245553966704,0,69.23754446033297,1026.3038266034966,1.0,0,0,0.005459265763011978
2025-02-26,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.587286623159976,83.07400424141322,2492.2201272423968,1206.6385080048049,30.444444444444443,22.61111111111111,26.5,72.4,25.1,0.4950555858513642,49.51,13.038361269813457,44.358215838013955,5.575047351119574,0.006270965554432583,0.31389552095110296,0,68.61044790488971,1017.008413262112,1.0,0,0,0.006270965554432573
2025-02-27,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,23.242411966851595,95.46458917864078,2863.9376753592232,1229.8809199716566,30.333333333333332,19.111111111111114,24.944444444444446,67.4,12.5,0.4035597639744182,40.36,13.909012849978302,44.441231878675,5.785075560889653,0.005575251951106193,0.31947077290220915,0,68.05292270977908,1008.7442518792989,1.0,0,0,0.005575251951106197
2025-02-28,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.0,78.93918219014729,2368.175465704419,1249.8809199716566,27.722222222222225,20.11111111111111,24.111111111111114,76.4,11.9,0.23999733310422672,24.0,11.324258140830747,38.7547270623448,4.8139313340151055,0.0050897578838597695,0.32456053078606895,0,67.5439469213931,1001.1997353407562,1.0,0,0,0.005089757883859791
2025-03-01,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,22.45241753188722,91.77794848214036,2753.338454464211,1272.3333375035438,28.333333333333332,20.611111111111107,24.333333333333332,77.1,17.4,0.41620439392005026,41.62,13.480748436525806,43.20855839669527,5.774163576637033,0.006138297006210663,0.3306988277922796,0,66.93011722077205,992.1009757654338,1.0,0,0,0.006138297006210658
2025-03-02,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.0,73.21991159868936,2196.597347960681,1292.3333375035438,30.055555555555557,19.055555555555557,24.777777777777775,77.9,14.9,0.2407644479271463,24.08,11.373983699844828,39.269410004548625,4.883639771222642,0.005499801822141771,0.3361986296144214,0,66.38013703855786,983.9486536407535,1.0,0,0,0.00549980182214177
2025-03-03,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.497672455021338,82.65580479009958,2479.6741437029877,1312.8310099585651,29.333333333333332,21.22222222222222,24.61111111111111,75.9,18.8,0.3780684469134097,37.81,13.353214940798264,40.666263342017295,5.326722587869655,0.005960375834476074,0.34215900544889744,0,65.78409945511025,975.1136255146154,1.0,0,0,0.0059603758344760616
2025-03-04,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.24412959765751,86.13927145573504,2584.178143672051,1334.0751395562227,29.22222222222222,20.555555555555557,24.777777777777775,75.8,11.6,0.2890646373822344,28.91,13.769319346599145,44.14291468224677,5.907775196388893,0.00655290944520531,0.34871191489410275,0,65.12880851058974,965.4002884928882,1.0,0,0,0.006552909445205313
2025-03-05,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,21.879333497038917,89.10355631951495,2673.1066895854487,1355.9544730532616,31.666666666666668,19.833333333333332,25.555555555555557,72.2,10.5,0.30717778323463063,30.72,12.557029311067824,44.3690968904379,4.661885323520378,0.005416655485300245,0.354128570379403,0,64.5871429620597,957.371213667536,1.0,0,0,0.005416655485300237
2025-03-06,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,22.066839869689282,89.97858605854998,2699.3575817564993,1378.021312922951,32.44444444444444,19.66666666666667,26.38888888888889,71.5,11.4,0.3305137099420237,33.05,13.616486479399457,42.67614983650244,5.123500335494567,0.005621336371877791,0.35974990675128077,0,64.02500932487192,949.0387416336833,1.0,0,0,0.005621336371877783
2025-03-07,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,22.190020852799886,90.55343064639948,2716.6029193919844,1400.211333775751,33.55555555555556,21.38888888888889,27.333333333333332,70.7,11.4,0.3378197427123772,33.78,12.980736788597186,45.804160127816886,5.133428412932429,0.006238909886515136,0.3659888166377959,0,63.40111833622041,939.7908442100056,1.0,0,0,0.006238909886515154
2025-03-08,ZG_150_Blower_01,Site_01,High Duty,48.9,-15,167.2,15,365,3000,20.476912391627344,82.55892449426094,2476.767734827828,1420.6882461673783,29.944444444444443,20.500000000000004,25.0,70.9,22.8,0.46086850829234,46.09,13.511251748715084,44.507374067390245,5.246827717471777,0.005924782996944266,0.3719135996347402,0,62.80864003652597,931.008575126152,1.0,0,0,0.005924782996944267
