date,amb_temp_max_c,amb_temp_min_c,amb_temp_avg_c,humidity,wind_gust_kph,blower_id,site_id,operational_class,max_op_ambient_temp_c,failure_threshold,max_op_rpm,daily_op_hours,cumulative_op_hours,daily_load_percent,rpm,dust_index,pressure_diff_psi,casing_temperature_c,vibration_mm_s,daily_degradation,degradation_index,maintenance_event,maintenance_threshold,health_score,maintenance_event_triggered,failure_event,RUL_days
2025-02-12,27.444444444444446,20.33333333333333,23.166666666666668,87.7,24.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.00173543906696,948.9413296363207,90.8066332941685,2724.1989988250552,45.56,12.649944581744268,43.6411495043257,5.5676316739544385,0.005351242237927108,0.25320281044976095,0,0.6,74.6797189550239,0,0,124.21519340724632
2025-02-13,28.555555555555557,21.666666666666668,24.66666666666667,84.6,13.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.34824198460008,971.2895716209208,71.04857740262091,2131.457322078627,34.98,10.688887968353423,40.101263654418126,4.5253507061589895,0.0068971610183879775,0.26009997146814895,0,0.6,73.9900028531851,0,0,123.06798476499641
2025-02-14,24.66666666666667,22.444444444444446,23.333333333333332,95.1,24.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.175028713711093,993.4646003346319,75.92469370347668,2277.7408111043,40.75,11.298373622088864,38.90572004718726,4.90407030645632,0.005118707401693324,0.2652186788698423,0,0.6,73.47813211301577,0,0,122.21658730556118
2025-02-15,27.16666666666667,22.444444444444446,24.27777777777778,88.8,17.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.328032895093518,1015.7926332297254,74.62470221790025,2238.7410665370076,32.48,11.803773678956949,41.06308541290456,5.124914117536553,0.00539610060279838,0.2706147794726407,0,0.6,72.93852205273593,0,0,121.3190508801426
2025-02-16,27.055555555555557,22.055555555555557,23.944444444444443,88.3,21.5,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.307143166922284,1039.0997763966477,70.0,2100.0,33.34,9.440394636624392,34.84789270542455,4.297433375448982,0.005461240221038976,0.2760760196936797,0,0.6,72.39239803063204,0,0,120.4106797456605
2025-02-17,28.333333333333332,22.277777777777775,25.11111111111111,84.6,17.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.335393323162023,1061.4351697198097,80.25214891891376,2407.5644675674125,36.56,10.516199041293762,40.98638802169565,4.668304599508472,0.005258762016779364,0.28133478171045906,0,0.6,71.8665218289541,0,0,119.53598692391819
2025-02-18,29.555555555555557,22.444444444444446,25.833333333333332,84.3,18.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.018370344607842,1084.4535400644174,90.24603729809418,2707.3811189428257,36.42,12.040697568319478,46.88354761680347,4.929481279638509,0.005264605860701172,0.2865993875711602,0,0.6,71.34006124288398,0,0,118.66032209235426
2025-02-19,28.444444444444443,21.27777777777778,24.777777777777775,86.1,26.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.101368604233336,1106.5549086686508,83.00581153532198,2490.1743460596595,41.59,11.895428863794542,42.07425223989715,4.771779320894035,0.005579616251829241,0.29217900382298945,0,0.6,70.78209961770105,0,0,117.7322614065922
2025-02-20,25.33333333333333,20.222222222222225,22.83333333333333,87.4,27.5,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.433679098034975,1128.9885877666857,86.38453057359297,2591.5359172077888,48.43,12.708714658269443,40.92657555088015,4.726459516921042,0.006836611319957197,0.29901561514294667,0,0.6,70.09843848570534,0,0,116.5951240294817
2025-02-21,28.666666666666668,21.333333333333336,24.833333333333332,83.5,19.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.94693233875781,1151.9355201054434,92.62452247697554,2778.7356743092664,36.68,12.746905397171782,44.418611838336766,5.656345187898096,0.005618540528245982,0.3046341556711927,0,0.6,69.53658443288073,0,0,115.66058904709531
2025-02-22,30.944444444444443,22.88888888888889,26.38888888888889,81.9,17.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.0,1171.9355201054434,94.29380292587385,2828.8140877762153,43.53,12.657281277629622,46.64192187154304,6.012648030695667,0.005468017893635186,0.3101021735648279,0,0.6,68.9897826435172,0,0,114.75109057854691
2025-02-23,29.333333333333332,23.111111111111107,25.72222222222222,82.4,14.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.520493175464047,1193.4560132809074,84.51603445691703,2535.4810337075105,35.0,12.320804603174246,40.26042907962202,5.614472577907399,0.007346075701578438,0.3174482492664063,0,0.6,68.25517507335937,0,0,113.52921370645345
2025-02-24,29.666666666666668,22.277777777777775,25.944444444444443,79.3,27.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.294441018560807,1214.7504542994682,94.47510122698579,2834.2530368095736,51.67,13.62320579973523,42.931890348837335,5.106016916398875,0.006317520591247052,0.3237657698576534,0,0.6,67.62342301423466,0,0,112.47841698001073
2025-02-25,31.72222222222222,22.333333333333332,26.611111111111114,77.9,21.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.041683227634987,1235.7921375271033,85.64488660903876,2569.3465982711627,43.89,12.260319844358886,44.56012634744032,5.4286803190180635,0.005991932377940267,0.32975770223559364,0,0.6,67.02422977644063,0,0,111.4817755228338
2025-02-26,30.444444444444443,22.61111111111111,26.5,72.4,25.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.587286623159976,1257.3794241502633,79.13821243320777,2374.146372996233,51.1,12.34538578090004,42.33150211767869,5.487123863447287,0.004872652061288326,0.334630354296882,0,0.6,66.5369645703118,0,0,110.67130458551858
2025-02-27,30.333333333333332,19.111111111111114,24.944444444444446,67.4,12.5,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,24.0,1281.3794241502633,80.83919753460886,2425.1759260382655,31.87,11.559558434484773,43.548921102618245,4.873594310213816,0.005428137889074748,0.34005849218595674,0,0.6,65.99415078140433,0,0,109.76843938039015
2025-02-28,27.722222222222225,20.11111111111111,24.111111111111114,76.4,11.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.701253326460137,1302.0806774767234,74.63624441204489,2239.0873323613464,22.92,10.377758039572148,38.821353679471954,4.745837758442932,0.005751597556127453,0.3458100897420842,0,0.6,65.41899102579158,0,0,108.81177294828254
2025-03-01,28.333333333333332,20.611111111111107,24.333333333333332,77.1,17.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.45241753188722,1325.5330950086106,78.78306302386443,2363.491890715933,36.02,11.732153461409158,37.924796869472885,4.381109723324998,0.006588423234395921,0.3523985129764801,0,0.6,64.76014870235198,0,0,107.7159168339844
2025-03-02,30.055555555555557,19.055555555555557,24.777777777777775,77.9,14.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.0,1345.5330950086106,82.493883183479,2474.81649550437,28.76,11.517617215967658,39.68559321410985,5.132124643496776,0.0052713911031816675,0.35766990407966176,0,0.6,64.23300959203382,0,0,106.83912340925112
2025-03-03,29.333333333333332,21.22222222222222,24.61111111111111,75.9,18.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.497672455021338,1367.030767463632,90.62509513565021,2718.7528540695066,33.23,12.24757753422926,38.710155018480826,5.0256312250654425,0.006676979605004712,0.36434688368466644,0,0.6,63.56531163153336,0,0,105.72853766439664
2025-03-04,29.22222222222222,20.555555555555557,24.777777777777775,75.8,11.6,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.24412959765751,1389.2748970612895,97.04538881816188,2911.3616645448565,30.65,13.419607891547738,44.12380086496148,5.707520164578133,0.007093708396436718,0.37144059208110314,0,0.6,62.85594079188969,0,0,104.54863718704124
2025-03-05,31.666666666666668,19.833333333333332,25.555555555555557,72.2,10.5,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.879333497038917,1412.1542305583284,75.32472939236072,2259.7418817708217,29.74,9.692742287118813,40.12759226401356,4.1908587710512775,0.004028477065618685,0.37546906914672185,0,0.6,62.453093085327815,0,0,103.87857834798234
2025-03-06,32.44444444444444,19.66666666666667,26.38888888888889,71.5,11.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.066839869689282,1435.2210704280178,87.74979227781944,2632.4937683345834,20.56,10.927941297145768,42.838934675841834,5.282772915580498,0.00785674634708855,0.3833258154938104,0,0.6,61.66741845061896,0,0,102.57176134235992
2025-03-07,33.55555555555556,21.38888888888889,27.333333333333332,70.7,11.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.190020852799886,1458.4110912808178,77.71619242589726,2331.4857727769177,29.2,10.499760180884596,44.57745109151637,5.126902722284055,0.005821689128668754,0.38914750462247916,0,0.6,61.085249537752084,0,0,101.60343653986573
2025-03-08,29.944444444444443,20.500000000000004,25.0,70.9,22.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.476912391627344,1479.8880036724452,88.32287961924241,2649.6863885772723,52.81,12.468500045754991,44.87762533653713,5.087729077750905,0.00658311587109974,0.3957306204935789,0,0.6,60.42693795064211,0,0,100.50846320226728
2025-03-09,29.944444444444443,21.055555555555557,24.777777777777775,76.9,13.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.306472311003148,1501.1944759834482,84.08239344518591,2522.4718033555773,35.17,11.65438739073186,41.60471479060504,4.779605106673016,0.00629351938932916,0.402024139882908,0,0.6,59.79758601170919,0,0,99.46165860913726
2025-03-10,32.27777777777778,20.500000000000004,26.333333333333336,72.9,19.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.28696382188573,1524.481439805334,72.1836592190673,2165.509776572019,47.4,10.443029913638862,38.059149886589445,4.032906672532779,0.006657899988479645,0.4086820398713877,0,0.6,59.13179601286123,0,0,98.3542463875498
2025-03-11,28.833333333333332,21.166666666666664,25.0,74.1,26.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.71304351267758,1546.1944833180116,91.49807894097938,2744.942368229382,52.46,12.401067299122937,44.34633222312968,5.319351547862124,0.007810729169983449,0.4164927690413711,0,0.6,58.35072309586289,0,0,97.05508344468251
2025-03-12,27.83333333333333,20.944444444444443,23.944444444444443,80.6,26.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.086470514993117,1566.2809538330048,80.76499501033888,2422.9498503101663,45.44,11.393978761565325,41.30567144538717,4.837226622668471,0.004562222606620673,0.42105499164799176,0,0.6,57.89450083520082,0,0,96.29624641184688
2025-03-13,30.444444444444443,21.0,24.72222222222222,78.2,17.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.30006917899478,1586.5810230119996,81.26269833138512,2437.8809499415534,31.4,12.671727912548757,42.540870124753106,4.7137954659270225,0.0058312424227571205,0.4268862340707489,0,0.6,57.311376592925114,0,0,95.32633260461422
2025-03-14,28.166666666666668,18.944444444444443,23.72222222222222,78.7,24.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.620821570997585,1607.2018445829972,77.51173312097217,2325.351993629165,48.97,12.570909623551346,42.03839559483186,5.210784257310757,0.006839446455089444,0.4337256805258383,0,0.6,56.62743194741617,0,0,94.18872365789458
2025-03-15,26.833333333333332,18.666666666666664,22.444444444444446,79.2,27.5,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.745741116080644,1629.9475856990778,80.42001706318712,2412.6005118956136,53.87,11.843826656212643,37.453900341062926,4.927164317621727,0.005752948711312779,0.4394786292371511,0,0.6,56.05213707628489,0,0,93.23183248739078
2025-03-16,27.055555555555557,18.333333333333332,22.055555555555557,73.4,23.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.21363860410585,1652.1612243031836,87.99523308486442,2639.856992545933,53.58,12.465227001635755,43.10725280599845,5.005160177668587,0.006966652463813493,0.4464452817009646,0,0.6,55.35547182990355,0,0,92.07306529423245
2025-03-17,25.444444444444443,18.055555555555557,21.5,75.2,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.03572803110165,1675.1969523342852,83.67528961344516,2510.258688403355,39.23,11.296321170481466,36.879685826189494,4.915084815288514,0.006768339372624683,0.45321362107358926,0,0.6,54.67863789264107,0,0,90.9472836282318
2025-03-18,26.666666666666668,16.77777777777778,21.611111111111114,75.4,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.3591210304952,1696.5560733647803,87.30063401597737,2619.0190204793207,32.99,11.019685514665557,39.822832892629016,5.461993959707368,0.007781292640701911,0.4609949137142912,0,0.6,53.900508628570876,0,0,89.65301687971166
2025-03-19,27.444444444444446,19.166666666666668,22.61111111111111,76.3,17.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.23780953661507,1718.7938829013954,87.53345297750191,2626.0035893250574,31.35,11.884736144995891,37.71494561378884,5.432889255595732,0.007140175203893989,0.46813508891818517,0,0.6,53.18649110818148,0,0,88.46538755233368
2025-03-20,29.333333333333332,19.61111111111111,23.5,72.2,15.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.938385590951004,1741.7322684923463,94.24463158869717,2827.338947660915,33.97,12.059744535473762,40.649805481022845,5.403615897004122,0.005575566533931806,0.473710655452117,0,0.6,52.6289344547883,0,0,87.53800045841008
